codice_ipa,comune,cod_comune,provincia,cod_provincia,regione,cod_regione,importo_finanziamento,avviso,data_invio_candidatura,data_finanziamento,codice_cup,numero_finestra_temporale,numero_di_protocollo,stato_candidatura
"oddadfv","Venezia","027042","VE","027","Veneto","05",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-08-25T07:55:47.000+0000","2022-11-11","F71F22002820006",3.0,49.0,"A"
"citn_083","Patti","083066","ME","083","Sicilia","19",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-07T08:41:22.000+0000","2022-11-11","I41F22002480006",3.0,49.0,"A"
"oddadfro","Rovigo","029041","RO","029","Veneto","05",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-08-25T08:30:50.000+0000","2022-11-11","E11F22002620006",3.0,49.0,"A"
"vssbs","Vestone","017197","BS","017","Lombardia","03",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-08-25T12:26:16.000+0000","2022-11-11","F51F22003000006",3.0,49.0,"A"
"odadfpv","Verona","023091","VR","023","Veneto","05",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-08-25T12:44:19.000+0000","2022-11-11","D31F22002710006",3.0,49.0,"A"
"udcmc_","Poppi","051031","AR","051","Toscana","09",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-08-29T07:21:36.000+0000","2022-11-11","D31F22003130002",3.0,49.0,"R"
"atispbs","Ghedi","017078","BS","017","Lombardia","03",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-07T15:00:57.000+0000","2022-11-11","E31F22003210006",3.0,49.0,"A"
"r_toscan","Firenze","048017","FI","048","Toscana","09",260162.0,"1.4.3 - pagoPA - Altri Enti - Maggio 2022","2022-09-07T09:30:00.000+0000","2022-11-02","D11F22002560006",3.0,48.0,"A"
"cpi_drh","Vicenza","024116","VI","024","Veneto","05",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-08-25T15:32:53.000+0000","2022-11-11","I31F22003160006",3.0,49.0,"A"
"cpia_an","Ancona","042002","AN","042","Marche","11",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-08-25T16:09:02.000+0000","2022-11-11","B31F22003020006",3.0,49.0,"A"
"asim","Novellara","035028","RE","035","Emilia-Romagna","08",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-08-26T10:03:34.000+0000","2022-11-11","I31F22003190006",3.0,49.0,"A"
"cm_valbe","Sedico","025053","BL","025","Veneto","05",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-08-26T12:01:16.000+0000","2022-11-11","D51F22003200006",3.0,49.0,"A"
"r_toscan","Firenze","048017","FI","048","Toscana","09",297320.0,"1.4.3 - app IO - Altri Enti - Maggio 2022","2022-09-07T09:30:00.000+0000","2022-11-02","D11F22002540006",3.0,47.0,"A"
"csm_ro","Rovigo","029041","RO","029","Veneto","05",6003.0,"1.4.3 - app IO - Altri Enti - Maggio 2022","2022-09-01T10:27:58.000+0000","2022-11-02","E11F22002930006",3.0,47.0,"A"
"cpdpano","Novara","003106","NO","003","Piemonte","01",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-08-31T15:25:54.000+0000","2022-11-11","E11F22002950006",3.0,49.0,"A"
"cipa_005","Asti","005005","AT","005","Piemonte","01",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-08-31T14:52:31.000+0000","2022-11-11","D31F22002720006",3.0,49.0,"A"
"odadfm","Messina","083048","ME","083","Sicilia","19",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-01T16:15:47.000+0000","2022-11-11","I41F22002490006",3.0,49.0,"A"
"udccmor","Ponti sul Mincio","020044","MN","020","Lombardia","03",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-01T07:40:36.000+0000","2022-11-11","E21F22002030006",3.0,49.0,"A"
"omco_ts","Trieste","032006","TS","032","Friuli-Venezia Giulia","06",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-08-31T14:09:08.000+0000","2022-11-11","F91F22002700006",3.0,49.0,"A"
"uc_colba","Monforte d'Alba","004132","CN","004","Piemonte","01",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-08-31T14:39:48.000+0000","2022-11-11","G21F22002720006",3.0,49.0,"A"
"opdmc_0","Ravenna","039014","RA","039","Emilia-Romagna","08",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-02T09:04:05.000+0000","2022-11-11","B61F22002800006",3.0,49.0,"A"
"egdapvs","Varallo","002156","VC","002","Piemonte","01",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-06T09:13:25.000+0000","2022-11-11","B41F22002970006",3.0,49.0,"A"
"opdc_001","Torino","001272","TO","001","Piemonte","01",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-01T08:43:50.000+0000","2022-11-11","C11F22003070006",3.0,49.0,"A"
"cciaa_cz","Catanzaro","079023","CZ","079","Calabria","18",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-02T10:03:30.000+0000","2022-11-11","I61F22002610006",3.0,49.0,"A"
"cciaapp","Prato","100005","PO","100","Toscana","09",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-01T07:18:40.000+0000","2022-11-11","E41F22002890006",3.0,49.0,"A"
"cpipr_to","Torino","001272","TO","001","Piemonte","01",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-01T10:23:19.000+0000","2022-11-11","I11F22003020006",3.0,49.0,"A"
"cdccl","Piedimonte San Germano","060052","FR","060","Lazio","12",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-01T11:16:28.000+0000","2022-11-11","F91F22002660006",3.0,49.0,"A"
"cciaa_sa","Salerno","065116","SA","065","Campania","15",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-08T09:50:19.000+0000","2022-11-11","C41F22002970006",3.0,49.0,"A"
"egrib","Potenza","076063","PZ","076","Basilicata","17",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-01T10:41:55.000+0000","2022-11-11","H41F22002600006",3.0,49.0,"A"
"ccmt","Livorno","049009","LI","049","Toscana","09",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-01T16:15:00.000+0000","2022-11-11","G41F22002810006",3.0,49.0,"A"
"p_RO","Rovigo","029041","RO","029","Veneto","05",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-08T12:08:57.000+0000","2022-11-11","G11F22002580006",3.0,49.0,"A"
"oddcd_ap","Ascoli Piceno","044007","AP","044","Marche","11",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-05T08:12:12.000+0000","2022-11-11","E31F22002940006",3.0,49.0,"A"
"CMVI","Sant'Omobono Terme","016252","BG","016","Lombardia","03",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-01T09:45:15.000+0000","2022-11-11","F41F22002190006",3.0,49.0,"A"
"ccrfcr","Forlì","040012","FC","040","Emilia-Romagna","08",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-06T13:49:05.000+0000","2022-11-11","E31F22003090006",3.0,49.0,"A"
"cmgp_011","La Spezia","011015","SP","011","Liguria","07",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-01T07:57:03.000+0000","2022-11-11","B41F22002930006",3.0,49.0,"A"
"oaa","Asti","005005","AT","005","Piemonte","01",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-01T08:12:15.000+0000","2022-11-11","H31F22002330006",3.0,49.0,"A"
"csmpg","Genova","010025","GE","010","Liguria","07",35014.0,"1.4.3 - pagoPA - Altri Enti - Maggio 2022","2022-09-02T07:26:54.000+0000","2022-11-02","C31F22002280006",3.0,48.0,"A"
"uca_083","Tusa","083101","ME","083","Sicilia","19",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-07T09:24:27.000+0000","2022-11-11","E31F22003190006",3.0,49.0,"A"
"odcec_va","Varese","012133","VA","012","Lombardia","03",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-06T14:21:24.000+0000","2022-11-11","C31F22002150006",3.0,49.0,"A"
"oring_re","Reggio nell'Emilia","035033","RE","035","Emilia-Romagna","08",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-01T14:08:02.000+0000","2022-11-11","D81F22002770006",3.0,49.0,"A"
"cpil_fc","Forlì","040012","FC","040","Emilia-Romagna","08",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-01T09:44:21.000+0000","2022-11-11","B61F22002840002",3.0,49.0,"A"
"cm_076","Potenza","076063","PZ","076","Basilicata","17",15006.0,"1.4.3 - pagoPA - Altri Enti - Maggio 2022","2022-09-01T10:53:36.000+0000","2022-11-02","E39I22000890006",3.0,48.0,"A"
"cciaais","Avellino","064008","AV","064","Campania","15",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-01T16:15:00.000+0000","2022-11-11","B31F22002950006",3.0,49.0,"A"
"cdgglcz","Catanzaro","079023","CZ","079","Calabria","18",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-01T10:36:51.000+0000","2022-11-11","H31F22002670006",3.0,49.0,"A"
"cmgp_011","La Spezia","011015","SP","011","Liguria","07",40016.0,"1.4.3 - pagoPA - Altri Enti - Maggio 2022","2022-09-01T10:04:19.000+0000","2022-11-02","B41F22002920006",3.0,48.0,"A"
"cm_076","Potenza","076063","PZ","076","Basilicata","17",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-01T10:09:14.000+0000","2022-11-11","E39I22000900006",3.0,49.0,"A"
"cmgp_011","La Spezia","011015","SP","011","Liguria","07",8004.0,"1.4.3 - app IO - Altri Enti - Maggio 2022","2022-09-01T09:27:16.000+0000","2022-11-02","B41F22002940006",3.0,47.0,"A"
"csmpg","Genova","010025","GE","010","Liguria","07",8004.0,"1.4.3 - app IO - Altri Enti - Maggio 2022","2022-09-02T07:27:33.000+0000","2022-11-02","C31F22002270006",3.0,47.0,"A"
"opldm_","Prato","100005","PO","100","Toscana","09",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-01T08:50:23.000+0000","2022-11-11","F31F22002770006",3.0,49.0,"A"
"p_sudsar","Carbonia","111009","SU","111","Sardegna","20",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-08T10:00:00.000+0000","2022-11-11","J81F22003210006",3.0,49.0,"A"
"cciaa_bg","Bergamo","016024","BG","016","Lombardia","03",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-02T10:21:35.000+0000","2022-11-11","G51F22002350006",3.0,49.0,"A"
"cciaarv","Viterbo","056059","VT","056","Lazio","12",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-08T10:50:20.000+0000","2022-11-11","J81F22003110006",3.0,49.0,"A"
"csmpg","Genova","010025","GE","010","Liguria","07",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-02T07:25:54.000+0000","2022-11-11","C31F22002290006",3.0,49.0,"A"
"cm_076","Potenza","076063","PZ","076","Basilicata","17",10005.0,"1.4.3 - app IO - Altri Enti - Maggio 2022","2022-09-01T11:05:08.000+0000","2022-11-02","E39I22000880006",3.0,47.0,"A"
"p_fg","Foggia","071024","FG","071","Puglia","16",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-07T10:30:52.000+0000","2022-11-11","F71F22003090006",3.0,49.0,"A"
"csmlc","Mantova","020030","MN","020","Lombardia","03",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-02T08:21:48.000+0000","2022-11-11","E61F22002620006",3.0,49.0,"A"
"unite","Teramo","067041","TE","067","Abruzzo","13",9825.0,"1.4.3 - app IO - Altri Enti - Maggio 2022","2022-09-07T13:01:52.000+0000","2022-11-02","C41F22003060006",3.0,47.0,"A"
"omcoo_ss","Sassari","090064","SS","090","Sardegna","20",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-08T14:44:00.000+0000","2022-11-11","E81F22002850006",3.0,49.0,"A"
"cciaa_cn","Cuneo","004078","CN","004","Piemonte","01",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-07T15:03:33.000+0000","2022-11-11","E11F22002970006",3.0,49.0,"A"
"cipas_fb","Udine","030129","UD","030","Friuli-Venezia Giulia","06",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-02T07:52:22.000+0000","2022-11-11","C21F22002420006",3.0,49.0,"A"
"cciaab","Potenza","076063","PZ","076","Basilicata","17",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-01T16:36:13.000+0000","2022-11-11","C41F22002990006",3.0,49.0,"A"
"cciaa_me","Messina","083048","ME","083","Sicilia","19",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-02T08:12:13.000+0000","2022-11-11","D41F22002960006",3.0,49.0,"A"
"unical","Rende","078102","CS","078","Calabria","18",39300.0,"1.4.3 - app IO - Altri Enti - Maggio 2022","2022-09-09T14:58:29.000+0000","2022-11-02","H21F22002790006",3.0,47.0,"A"
"unical","Rende","078102","CS","078","Calabria","18",81870.0,"1.4.3 - pagoPA - Altri Enti - Maggio 2022","2022-09-09T14:35:45.000+0000","2022-11-02","H21F22002800006",3.0,48.0,"A"
"cdou_030","Udine","030129","UD","030","Friuli-Venezia Giulia","06",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-01T16:28:58.000+0000","2022-11-11","E21F22002040006",3.0,49.0,"A"
"camcomma","Mantova","020030","MN","020","Lombardia","03",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-02T08:30:10.000+0000","2022-11-11","B61F22002940006",3.0,49.0,"A"
"as_marc","Ancona","042002","AN","042","Marche","11",35424.0,"1.4.3 - app IO - Altri Enti - Maggio 2022","2022-09-08T14:11:46.000+0000","2022-11-02","F31F22002810006",3.0,47.0,"R"
"cciaapu","Udine","030129","UD","030","Friuli-Venezia Giulia","06",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-01T14:28:04.000+0000","2022-11-11","C11F22003040006",3.0,49.0,"A"
"odas_011","La Spezia","011015","SP","011","Liguria","07",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-02T08:47:48.000+0000","2022-11-11","E41F22002740006",3.0,49.0,"A"
"arpa_ca","Catanzaro","079023","CZ","079","Calabria","18",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-02T10:05:17.000+0000","2022-11-11","I61J22000200001",3.0,49.0,"A"
"r_lazio","Roma","058091","RM","058","Lazio","12",668988.0,"1.4.3 - pagoPA - Altri Enti - Maggio 2022","2022-09-08T12:49:28.000+0000","2022-11-02","F81F22003770006",3.0,48.0,"A"
"aatopa","Palermo","082053","PA","082","Sicilia","19",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-09T11:34:54.000+0000","2022-11-11","D71F22002650006",3.0,49.0,"A"
"unite","Teramo","067041","TE","067","Abruzzo","13",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-07T13:05:46.000+0000","2022-11-11","C41F22003050006",3.0,49.0,"A"
"cciaa_fg","Foggia","071024","FG","071","Puglia","16",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-08T13:56:59.000+0000","2022-11-11","I21F22002810006",3.0,49.0,"A"
"cpdpn_","Messina","083048","ME","083","Sicilia","19",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-02T09:10:20.000+0000","2022-11-11","G41F22002820006",3.0,49.0,"A"
"cciaa_pr","Parma","034027","PR","034","Emilia-Romagna","08",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-08T07:04:29.000+0000","2022-11-11","G91F22002700006",3.0,49.0,"A"
"r_piemon","Torino","001272","TO","001","Piemonte","01",297328.0,"1.4.3 - pagoPA - Altri Enti - Maggio 2022","2022-09-08T11:02:04.000+0000","2022-11-02","J61F22002840006",3.0,48.0,"A"
"csmlc","Mantova","020030","MN","020","Lombardia","03",6003.0,"1.4.3 - app IO - Altri Enti - Maggio 2022","2022-09-02T08:47:27.000+0000","2022-11-02","E61F22002640006",3.0,47.0,"A"
"uccvb_0","Lesa","003084","NO","003","Piemonte","01",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-02T08:19:17.000+0000","2022-11-11","H61F22002950006",3.0,49.0,"A"
"odmce_pt","Pistoia","047014","PT","047","Toscana","09",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-05T08:48:50.000+0000","2022-11-11","I51F22002520006",3.0,49.0,"A"
"cciaa_va","Varese","012133","VA","012","Lombardia","03",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-05T09:27:48.000+0000","2022-11-11","B21F22002730006",3.0,49.0,"A"
"a1_025","Belluno","025006","BL","025","Veneto","05",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-09T08:31:59.000+0000","2022-11-11","B31F22003010006",3.0,49.0,"A"
"cdggl_cn","Cuneo","004078","CN","004","Piemonte","01",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-05T09:00:26.000+0000","2022-11-11","B21F22002720006",3.0,49.0,"A"
"cciaavg","Trieste","032006","TS","032","Friuli-Venezia Giulia","06",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-05T14:03:27.000+0000","2022-11-11","B41F22003020006",3.0,49.0,"A"
"r_friuve","Trieste","032006","TS","032","Friuli-Venezia Giulia","06",57532.0,"1.4.3 - pagoPA - Altri Enti - Maggio 2022","2022-09-08T11:54:12.000+0000","2022-11-02","D21F22002450006",3.0,48.0,"A"
"isia_039","Faenza","039010","RA","039","Emilia-Romagna","08",80032.0,"1.4.3 - pagoPA - Altri Enti - Maggio 2022","2022-09-06T15:35:27.000+0000","2022-11-02","J21F22003020006",3.0,48.0,"A"
"codaps","Sulmona","066098","AQ","066","Abruzzo","13",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-06T07:14:18.000+0000","2022-11-11","C51F22002520002",3.0,49.0,"A"
"udcccv","Castellero","005026","AT","005","Piemonte","01",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-07T11:06:59.000+0000","2022-11-11","I61F22002640006",3.0,49.0,"A"
"cciarso","Catania","087015","CT","087","Sicilia","19",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-05T09:33:27.000+0000","2022-11-11","G61F22003090006",3.0,49.0,"A"
"cciaa_re","Reggio nell'Emilia","035033","RE","035","Emilia-Romagna","08",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-07T11:47:09.000+0000","2022-11-11","H31F22002590006",3.0,49.0,"A"
"oddcd_w","Monza","108033","MB","108","Lombardia","03",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-05T14:13:02.000+0000","2022-11-11","D51F22003250006",3.0,49.0,"A"
"cciaan","Ancona","042002","AN","042","Marche","11",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-08T06:55:53.000+0000","2022-11-11","H71F22002390006",3.0,49.0,"A"
"coda_077","Matera","077014","MT","077","Basilicata","17",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-05T09:29:29.000+0000","2022-11-11","H11F22002860006",3.0,49.0,"A"
"a1_025","Belluno","025006","BL","025","Veneto","05",44283.0,"1.4.3 - pagoPA - Altri Enti - Maggio 2022","2022-09-09T08:32:31.000+0000","2022-11-02","B31F22002990006",3.0,48.0,"A"
"P65P3X9X","Selargius","092068","CA","092","Sardegna","20",221415.0,"1.4.3 - pagoPA - Altri Enti - Maggio 2022","2022-09-09T08:20:34.000+0000","2022-11-02","D71F22002620006",3.0,48.0,"A"
"cciaa_fe","Ferrara","038008","FE","038","Emilia-Romagna","08",14000.0,"1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022","2022-09-06T08:35:09.000+0000","2022-11-11","B71F22002920006",3.0,49.0,"A"
